2026-04-23 14:35:32 [INFO] Loaded 611 raw traces
2026-04-23 14:38:04 [INFO] [trace_512] Quality score: 0.70
2026-04-23 14:38:04 [INFO] [trace_512] Error class: syntax_error
2026-04-23 14:38:04 [INFO] [trace_513] Quality score: 0.72
2026-04-23 14:38:04 [INFO] [trace_513] Error class: syntax_error
2026-04-23 14:38:06 [INFO] [trace_514] Quality score: 0.71
2026-04-23 14:38:06 [INFO] [trace_514] Error class: syntax_error
2026-04-23 14:38:08 [INFO] [trace_515] Quality score: 0.70
2026-04-23 14:38:08 [INFO] [trace_515] Error class: syntax_error
2026-04-23 14:38:09 [INFO] [trace_516] Quality score: 0.71
2026-04-23 14:38:09 [INFO] [trace_516] Error class: syntax_error
2026-04-23 14:38:10 [INFO] [trace_517] Quality score: 0.51
2026-04-23 14:38:10 [INFO] [trace_517] Error class: timeout_stall
2026-04-23 14:38:10 [INFO] [trace_518] Quality score: 0.70
2026-04-23 14:38:10 [INFO] [trace_518] Error class: reasoning_error
2026-04-23 14:38:10 [INFO] [trace_519] Quality score: 0.76
2026-04-23 14:38:11 [INFO] [trace_519] Error class: syntax_error
2026-04-23 14:38:11 [INFO] [trace_520] Quality score: 0.66
2026-04-23 14:38:11 [INFO] [trace_520] Error class: timeout_stall
2026-04-23 14:38:12 [INFO] [trace_521] Quality score: 0.71
2026-04-23 14:38:12 [INFO] [trace_521] Error class: reasoning_error
2026-04-23 14:38:13 [INFO] [trace_522] Quality score: 0.53
2026-04-23 14:38:13 [INFO] [trace_523] Quality score: 0.48
2026-04-23 14:38:13 [INFO] [trace_524] Quality score: 0.45
2026-04-23 14:38:14 [INFO] [trace_525] Quality score: 0.51
2026-04-23 14:38:14 [INFO] [trace_526] Quality score: 0.70
2026-04-23 14:38:14 [INFO] [trace_526] Error class: timeout_stall
2026-04-23 14:38:14 [INFO] [trace_527] Quality score: 0.41
2026-04-23 14:38:15 [INFO] [trace_528] Quality score: 0.47
2026-04-23 14:38:15 [INFO] [trace_529] Quality score: 0.78
2026-04-23 14:38:15 [INFO] [trace_529] Error class: syntax_error
2026-04-23 14:38:17 [INFO] [trace_530] Quality score: 0.71
2026-04-23 14:38:17 [INFO] [trace_530] Error class: timeout_stall
2026-04-23 14:38:17 [INFO] [trace_531] Quality score: 0.70
2026-04-23 14:38:17 [INFO] [trace_531] Error class: syntax_error
2026-04-23 14:38:18 [INFO] [trace_532] Quality score: 0.70
2026-04-23 14:38:18 [INFO] [trace_532] Error class: syntax_error
2026-04-23 14:38:19 [INFO] [trace_533] Quality score: 0.70
2026-04-23 14:38:19 [INFO] [trace_533] Error class: syntax_error
2026-04-23 14:38:20 [INFO] [trace_534] Quality score: 0.71
2026-04-23 14:38:20 [INFO] [trace_534] Error class: syntax_error
2026-04-23 14:38:20 [INFO] [trace_535] Quality score: 0.60
2026-04-23 14:38:21 [INFO] [trace_536] Quality score: 0.63
2026-04-23 14:38:21 [INFO] [trace_537] Quality score: 0.72
2026-04-23 14:38:22 [INFO] [trace_538] Quality score: 0.70
2026-04-23 14:38:22 [INFO] [trace_538] Error class: syntax_error
2026-04-23 14:38:23 [INFO] [trace_539] Quality score: 0.72
2026-04-23 14:38:23 [INFO] [trace_539] Error class: syntax_error
2026-04-23 14:38:23 [INFO] [trace_540] Quality score: 0.71
2026-04-23 14:38:23 [INFO] [trace_540] Error class: syntax_error
2026-04-23 14:38:24 [INFO] [trace_541] Quality score: 0.70
2026-04-23 14:38:24 [INFO] [trace_541] Error class: syntax_error
2026-04-23 14:38:25 [INFO] [trace_542] Quality score: 0.49
2026-04-23 14:38:25 [INFO] [trace_543] Quality score: 0.44
2026-04-23 14:38:25 [INFO] [trace_544] Quality score: 0.70
2026-04-23 14:38:25 [INFO] [trace_544] Error class: reasoning_error
2026-04-23 14:38:26 [INFO] [trace_545] Quality score: 0.71
2026-04-23 14:38:26 [INFO] [trace_545] Error class: syntax_error
2026-04-23 14:38:27 [INFO] [trace_546] Quality score: 0.70
2026-04-23 14:38:27 [INFO] [trace_546] Error class: syntax_error
2026-04-23 14:38:27 [INFO] [trace_547] Quality score: 0.49
2026-04-23 14:38:28 [INFO] [trace_548] Quality score: 0.50
2026-04-23 14:38:28 [INFO] [trace_549] Quality score: 0.72
2026-04-23 14:38:28 [INFO] [trace_549] Error class: syntax_error
2026-04-23 14:38:30 [INFO] [trace_550] Quality score: 0.44
2026-04-23 14:38:30 [INFO] [trace_551] Quality score: 0.51
2026-04-23 14:38:30 [INFO] [trace_552] Quality score: 0.71
2026-04-23 14:38:30 [INFO] [trace_552] Error class: reasoning_error
2026-04-23 14:38:31 [INFO] [trace_553] Quality score: 0.71
2026-04-23 14:38:31 [INFO] [trace_553] Error class: reasoning_error
2026-04-23 14:38:32 [INFO] [trace_554] Quality score: 0.71
2026-04-23 14:38:32 [INFO] [trace_554] Error class: syntax_error
2026-04-23 14:38:33 [INFO] [trace_555] Quality score: 0.71
2026-04-23 14:38:33 [INFO] [trace_555] Error class: syntax_error
2026-04-23 14:38:34 [INFO] [trace_556] Quality score: 0.70
2026-04-23 14:38:34 [INFO] [trace_556] Error class: syntax_error
2026-04-23 14:38:35 [INFO] [trace_557] Quality score: 0.71
2026-04-23 14:38:35 [INFO] [trace_558] Quality score: 0.71
2026-04-23 14:38:35 [INFO] [trace_558] Error class: syntax_error
2026-04-23 14:38:36 [INFO] [trace_559] Quality score: 0.69
2026-04-23 14:38:36 [INFO] [trace_559] Error class: syntax_error
2026-04-23 14:38:37 [INFO] [trace_560] Quality score: 0.46
2026-04-23 14:38:38 [INFO] [trace_561] Quality score: 0.70
2026-04-23 14:38:38 [INFO] [trace_561] Error class: reasoning_error
2026-04-23 14:38:38 [INFO] [trace_562] Quality score: 0.72
2026-04-23 14:38:38 [INFO] [trace_562] Error class: syntax_error
2026-04-23 14:38:39 [INFO] [trace_563] Quality score: 0.44
2026-04-23 14:38:39 [INFO] [trace_564] Quality score: 0.49
2026-04-23 14:38:40 [INFO] [trace_565] Quality score: 0.44
2026-04-23 14:38:40 [INFO] [trace_566] Quality score: 0.44
2026-04-23 14:38:40 [INFO] [trace_567] Quality score: 0.44
2026-04-23 14:38:41 [INFO] [trace_568] Quality score: 0.45
2026-04-23 14:38:41 [INFO] [trace_569] Quality score: 0.72
2026-04-23 14:38:41 [INFO] [trace_569] Error class: timeout_stall
2026-04-23 14:38:41 [INFO] [trace_570] Quality score: 0.62
2026-04-23 14:38:41 [INFO] [trace_570] Error class: timeout_stall
2026-04-23 14:38:42 [INFO] [trace_571] Quality score: 0.47
2026-04-23 14:38:42 [INFO] [trace_571] Error class: timeout_stall
2026-04-23 14:38:42 [INFO] [trace_572] Quality score: 0.44
2026-04-23 14:38:43 [INFO] [trace_573] Quality score: 0.44
2026-04-23 14:38:43 [INFO] [trace_574] Quality score: 0.71
2026-04-23 14:38:43 [INFO] [trace_574] Error class: syntax_error
2026-04-23 14:38:44 [INFO] [trace_575] Quality score: 0.70
2026-04-23 14:38:44 [INFO] [trace_575] Error class: syntax_error
2026-04-23 14:38:45 [INFO] [trace_576] Quality score: 0.70
2026-04-23 14:38:45 [INFO] [trace_576] Error class: syntax_error
2026-04-23 14:38:46 [INFO] [trace_577] Quality score: 0.70
2026-04-23 14:38:46 [INFO] [trace_577] Error class: timeout_stall
2026-04-23 14:38:46 [INFO] [trace_578] Quality score: 0.72
2026-04-23 14:38:46 [INFO] [trace_578] Error class: syntax_error
2026-04-23 14:38:47 [INFO] [trace_579] Quality score: 0.71
2026-04-23 14:38:47 [INFO] [trace_579] Error class: timeout_stall
2026-04-23 14:38:48 [INFO] [trace_580] Quality score: 0.71
2026-04-23 14:38:48 [INFO] [trace_580] Error class: syntax_error
2026-04-23 14:38:51 [INFO] [trace_581] Quality score: 0.70
2026-04-23 14:38:51 [INFO] [trace_581] Error class: syntax_error
2026-04-23 14:38:51 [INFO] [trace_582] Quality score: 0.72
2026-04-23 14:38:51 [INFO] [trace_582] Error class: syntax_error
2026-04-23 14:38:56 [INFO] [trace_583] Quality score: 0.69
2026-04-23 14:38:56 [INFO] [trace_583] Error class: syntax_error
2026-04-23 14:38:57 [INFO] [trace_584] Quality score: 0.72
2026-04-23 14:38:57 [INFO] [trace_584] Error class: tool_failure
2026-04-23 14:38:58 [INFO] [trace_585] Quality score: 0.70
2026-04-23 14:38:58 [INFO] [trace_585] Error class: syntax_error
2026-04-23 14:38:59 [INFO] [trace_586] Quality score: 0.71
2026-04-23 14:38:59 [INFO] [trace_586] Error class: tool_failure
2026-04-23 14:39:00 [INFO] [trace_587] Quality score: 0.70
2026-04-23 14:39:00 [INFO] [trace_587] Error class: syntax_error
2026-04-23 14:39:01 [INFO] [trace_588] Quality score: 0.72
2026-04-23 14:39:01 [INFO] [trace_588] Error class: reasoning_error
2026-04-23 14:39:02 [INFO] [trace_589] Quality score: 0.52
2026-04-23 14:39:02 [INFO] [trace_590] Quality score: 0.71
2026-04-23 14:39:02 [INFO] [trace_590] Error class: syntax_error
2026-04-23 14:39:03 [INFO] [trace_591] Quality score: 0.51
2026-04-23 14:39:03 [INFO] [trace_591] Error class: timeout_stall
2026-04-23 14:39:03 [INFO] [trace_592] Quality score: 0.72
2026-04-23 14:39:03 [INFO] [trace_592] Error class: syntax_error
2026-04-23 14:39:04 [INFO] [trace_593] Quality score: 0.47
2026-04-23 14:39:05 [INFO] [trace_594] Quality score: 0.62
2026-04-23 14:39:05 [INFO] [trace_594] Error class: syntax_error
2026-04-23 14:39:05 [INFO] [trace_595] Quality score: 0.74
2026-04-23 14:39:05 [INFO] [trace_595] Error class: syntax_error
2026-04-23 14:39:06 [INFO] [trace_596] Quality score: 0.66
2026-04-23 14:39:06 [INFO] [trace_596] Error class: syntax_error
2026-04-23 14:39:06 [INFO] [trace_597] Quality score: 0.71
2026-04-23 14:39:06 [INFO] [trace_597] Error class: syntax_error
2026-04-23 14:39:07 [INFO] [trace_598] Quality score: 0.45
2026-04-23 14:39:07 [INFO] [trace_599] Quality score: 0.71
2026-04-23 14:39:08 [INFO] [trace_600] Quality score: 0.71
2026-04-23 14:39:08 [INFO] [trace_600] Error class: syntax_error
2026-04-23 14:39:09 [INFO] [trace_601] Quality score: 0.70
2026-04-23 14:39:09 [INFO] [trace_601] Error class: syntax_error
2026-04-23 14:39:10 [INFO] [trace_602] Quality score: 0.50
2026-04-23 14:39:11 [INFO] [trace_603] Quality score: 0.58
2026-04-23 14:39:11 [INFO] [trace_604] Quality score: 0.56
2026-04-23 14:39:11 [INFO] [trace_604] Error class: syntax_error
2026-04-23 14:39:11 [INFO] [trace_605] Quality score: 0.71
2026-04-23 14:39:11 [INFO] [trace_605] Error class: syntax_error
2026-04-23 14:39:13 [INFO] [trace_606] Quality score: 0.71
2026-04-23 14:39:13 [INFO] [trace_606] Error class: syntax_error
2026-04-23 14:39:14 [INFO] [trace_607] Quality score: 0.70
2026-04-23 14:39:14 [INFO] [trace_607] Error class: timeout_stall
2026-04-23 14:39:15 [INFO] [trace_608] Quality score: 0.71
2026-04-23 14:39:15 [INFO] [trace_608] Error class: syntax_error
2026-04-23 14:39:16 [INFO] [trace_609] Quality score: 0.77
2026-04-23 14:39:16 [INFO] [trace_609] Error class: timeout_stall
2026-04-23 14:39:17 [INFO] [trace_610] Quality score: 0.47
2026-04-23 14:39:17 [INFO] [trace_610] Error class: timeout_stall
2026-04-23 14:39:18 [INFO] Output 610 / 611 traces (99.8%); 1 exact duplicates removed
2026-04-23 14:39:18 [INFO] Dataset written to /mnt/c/Users/basbe/Desktop/DeltaSHOT-V2/TALOS-trace-curator/pi-mono-updated
2026-04-23 14:39:18 [INFO] HTTP Request: POST https://huggingface.co/api/repos/create "HTTP/1.1 409 Conflict"
2026-04-23 14:39:18 [INFO] HF dataset repo ready: DJLougen/Talos-pi-mono-badlogicgames
2026-04-23 14:39:18 [INFO] HTTP Request: POST https://huggingface.co/api/datasets/DJLougen/Talos-pi-mono-badlogicgames/preupload/main "HTTP/1.1 200 OK"
2026-04-23 14:39:18 [INFO] HTTP Request: POST https://huggingface.co/datasets/DJLougen/Talos-pi-mono-badlogicgames.git/info/lfs/objects/batch "HTTP/1.1 200 OK"
2026-04-23 14:39:18 [INFO] HTTP Request: GET https://huggingface.co/api/datasets/DJLougen/Talos-pi-mono-badlogicgames/xet-write-token/main "HTTP/1.1 200 OK"
Processing Files (0 / 0)      : |          |  0.00B /  0.00B            
New Data Upload               : |          |  0.00B /  0.00B            [A

  pi-mono-updated/data.jsonl  :  98%|█████████▊| 11.2MB / 11.4MB            [A[A

  pi-mono-updated/data.jsonl  :  98%|█████████▊| 11.2MB / 11.4MB            [A[AProcessing Files (0 / 1)      :  98%|█████████▊| 11.2MB / 11.4MB, 27.9MB/s  
New Data Upload               :  98%|█████████▊| 10.0MB / 10.3MB, 25.1MB/s  [A

  pi-mono-updated/data.jsonl  :  98%|█████████▊| 11.2MB / 11.4MB            [A[A

  pi-mono-updated/data.jsonl  : 100%|██████████| 11.4MB / 11.4MB            [A[AProcessing Files (1 / 1)      : 100%|██████████| 11.4MB / 11.4MB, 14.3MB/s  
New Data Upload               : 100%|██████████| 10.3MB / 10.3MB, 12.8MB/s  [A

  pi-mono-updated/data.jsonl  : 100%|██████████| 11.4MB / 11.4MB            [A[A

  pi-mono-updated/data.jsonl  : 100%|██████████| 11.4MB / 11.4MB            [A[A

  pi-mono-updated/data.jsonl  : 100%|██████████| 11.4MB / 11.4MB            [A[A

  pi-mono-updated/data.jsonl  : 100%|██████████| 11.4MB / 11.4MB            [A[A

  pi-mono-updated/data.jsonl  : 100%|██████████| 11.4MB / 11.4MB            [A[A

  pi-mono-updated/data.jsonl  : 100%|██████████| 11.4MB / 11.4MB            [A[A

  pi-mono-updated/data.jsonl  : 100%|██████████| 11.4MB / 11.4MB            [A[A

  pi-mono-updated/data.jsonl  : 100%|██████████| 11.4MB / 11.4MB            [A[AProcessing Files (1 / 1)      : 100%|██████████| 11.4MB / 11.4MB, 5.18MB/s  
New Data Upload               : 100%|██████████| 10.3MB / 10.3MB, 4.66MB/s  
  pi-mono-updated/data.jsonl  : 100%|██████████| 11.4MB / 11.4MB            
2026-04-23 14:39:21 [INFO] HTTP Request: POST https://huggingface.co/api/datasets/DJLougen/Talos-pi-mono-badlogicgames/commit/main "HTTP/1.1 200 OK"
2026-04-23 14:39:21 [INFO] Uploaded data.jsonl → DJLougen/Talos-pi-mono-badlogicgames
2026-04-23 14:39:21 [INFO] HTTP Request: POST https://huggingface.co/api/datasets/DJLougen/Talos-pi-mono-badlogicgames/preupload/main "HTTP/1.1 200 OK"
2026-04-23 14:39:21 [INFO] HTTP Request: POST https://huggingface.co/datasets/DJLougen/Talos-pi-mono-badlogicgames.git/info/lfs/objects/batch "HTTP/1.1 200 OK"
Processing Files (0 / 0)      : |          |  0.00B /  0.00B            
New Data Upload               : |          |  0.00B /  0.00B            [A

  ...no-updated/sharegpt.jsonl: 100%|█████████▉| 11.1MB / 11.2MB            [A[A

  ...no-updated/sharegpt.jsonl: 100%|█████████▉| 11.1MB / 11.2MB            [A[AProcessing Files (0 / 1)      : 100%|█████████▉| 11.1MB / 11.2MB,   ???B/s  
New Data Upload               : 100%|█████████▉| 9.91MB / 9.94MB,   ???B/s  [A

  ...no-updated/sharegpt.jsonl: 100%|█████████▉| 11.1MB / 11.2MB            [A[A

  ...no-updated/sharegpt.jsonl: 100%|██████████| 11.2MB / 11.2MB            [A[AProcessing Files (1 / 1)      : 100%|██████████| 11.2MB / 11.2MB, 98.6kB/s  
New Data Upload               : 100%|██████████| 9.94MB / 9.94MB, 92.1kB/s  [A

  ...no-updated/sharegpt.jsonl: 100%|██████████| 11.2MB / 11.2MB            [A[A

  ...no-updated/sharegpt.jsonl: 100%|██████████| 11.2MB / 11.2MB            [A[AProcessing Files (1 / 1)      : 100%|██████████| 11.2MB / 11.2MB, 65.8kB/s  
New Data Upload               : 100%|██████████| 9.94MB / 9.94MB, 61.5kB/s  
  ...no-updated/sharegpt.jsonl: 100%|██████████| 11.2MB / 11.2MB            
2026-04-23 14:39:22 [INFO] HTTP Request: POST https://huggingface.co/api/datasets/DJLougen/Talos-pi-mono-badlogicgames/commit/main "HTTP/1.1 200 OK"
2026-04-23 14:39:22 [INFO] Uploaded sharegpt.jsonl → DJLougen/Talos-pi-mono-badlogicgames
2026-04-23 14:39:22 [INFO] HTTP Request: POST https://huggingface.co/api/datasets/DJLougen/Talos-pi-mono-badlogicgames/preupload/main "HTTP/1.1 200 OK"
2026-04-23 14:39:23 [INFO] HTTP Request: POST https://huggingface.co/api/datasets/DJLougen/Talos-pi-mono-badlogicgames/commit/main "HTTP/1.1 200 OK"
2026-04-23 14:39:23 [INFO] Uploaded dataset_card.md → DJLougen/Talos-pi-mono-badlogicgames
2026-04-23 14:39:23 [INFO] Dataset live at https://huggingface.co/datasets/DJLougen/Talos-pi-mono-badlogicgames
